postcode,wijknaam,buurtnaam,subsidiejaar,techniek,subcategorie
8014PA,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8014PA,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Vloerisolatie,Vloerisolatie
8014PB,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Vloerisolatie,Bodemisolatie
8014PB,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,HR++ glas U <= 1
8014PB,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014PB,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Warmtepomp,Lucht-water >= 3
8014PD,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Dakisolatie,Dakisolatie
8014PD,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8014PD,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014PE,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8014PG,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014PG,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Warmtepomp,Lucht-water >= 3
8014PH,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Dakisolatie,Dakisolatie
8014PH,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,HR++ glas U <= 1
8014PH,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014PH,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014PH,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8014PH,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Warmtepomp,Lucht-water >= 3
8014PK,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014PK,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014PK,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8014PL,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,HR++ glas U <= 1
8014PL,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014PL,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014PL,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8014PL,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,Triple glas U <= 0
8014PL,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014PL,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Dakisolatie,Dakisolatie
8014PL,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8014PL,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Vloerisolatie,Vloerisolatie
8014PM,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014PM,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014PM,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8014PM,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8014PM,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014PM,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8014PM,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,Isolerende deur Ud <= 1
8014PM,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Vloerisolatie,Vloerisolatie
8014PN,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014PN,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014PN,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014PN,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Dakisolatie,Dakisolatie
8014PN,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8014PN,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,Triple glas U <= 0
8014PP,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,HR++ glas U <= 1
8014PP,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014PP,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Dakisolatie,Dakisolatie
8014PP,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8014PP,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014PP,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8014PP,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Vloerisolatie,Vloerisolatie
8014PR,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8014PR,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014PT,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Warmtepomp,Lucht-water >= 3
8014PX,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8014RG,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Warmtepomp,Lucht-water >= 3
8014RJ,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Warmtepomp,Lucht-water >= 3
8014RK,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Warmtepomp,Lucht-water >= 3
8014RM,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Warmtepomp,Lucht-water >= 3
8014RP,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Warmtepomp,Lucht-water >= 3
8014RT,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8014RT,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,Isolerende deur Ud <= 1
8014RT,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,Panelen in kozijn U <= 1
8014RV,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Glasisolatie,HR++ glas U <= 1
8014RV,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Vloerisolatie,Vloerisolatie
8014RV,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8014RV,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,Isolerende deur Ud <= 1
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Glasisolatie,HR++ glas U <= 1
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Vloerisolatie,Vloerisolatie i.c.m. bodemisolatie
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Dakisolatie,Dakisolatie
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,Triple glas U <= 0
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Dakisolatie,Dakisolatie
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,Triple glas U <= 0
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Vloerisolatie,Vloerisolatie
8014RW,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8014RX,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,HR++ glas U <= 1
8014RX,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014RX,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8014RX,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Bodemisolatie
8014RX,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014RX,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Dakisolatie,Dakisolatie
8014RX,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8014RX,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Vloerisolatie,Vloerisolatie
8014RX,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8014RZ,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Dakisolatie,Dakisolatie
8014RZ,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,Isolerende deur Ud <= 1
8014RZ,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,Triple glas U <= 0
8014RZ,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014SB,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014SB,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014SB,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8014SB,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,Isolerende deur Ud <= 1
8014SB,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8014SB,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Vloerisolatie,Vloerisolatie
8014SC,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Glasisolatie,HR++ glas U <= 1
8014SC,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Vloerisolatie,Vloerisolatie
8014TA,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Dakisolatie,Dakisolatie
8014TA,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014TA,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014TA,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8014TC,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,HR++ glas U <= 1
8014TC,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,Isolerende deur Ud <= 1
8014TC,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014TC,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014TG,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Dakisolatie,Dakisolatie
8014TG,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014TG,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014TG,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Dakisolatie,Dakisolatie
8014TG,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8014TK,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8014TL,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014TL,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Bodemisolatie
8014TL,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8014TM,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014TV,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8014TV,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,Isolerende deur Ud <= 1
8014TW,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Warmtepomp,Lucht-water < 1 kW
8014TW,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Warmtepomp,Lucht-water >= 3
8014TW,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8014TW,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,Isolerende deur Ud <= 1
8014TW,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Vloerisolatie,Bodemisolatie
8014VA,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Warmtepomp,Water-water > 70 kW en <= 400 kW
8014WE,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8014WE,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Vloerisolatie,Vloerisolatie
8014WG,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,Triple glas U <= 0
8014WG,Wijk 51 Ittersum,Ittersumerlanden,2025.0,Vloerisolatie,Vloerisolatie
8014WH,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie
8014WH,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8014WL,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Glasisolatie,HR++ glas U <= 1
8014WL,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Glasisolatie,Isolerende deur Ud <= 1
8014WL,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8014WN,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,HR++ glas U <= 1
8014WN,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,Triple glas U <= 0
8014WN,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014WN,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Warmtepomp,Lucht-water >= 3
8014WP,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8014WP,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Warmtepomp,Lucht-water >= 3
8014WP,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Zonneboiler,<= 5 m2 zonneboilercombi
8014WR,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014WR,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie
8014WR,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8014WR,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8014WS,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,HR++ glas U <= 1
8014WS,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8014ZA,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Dakisolatie,Zolder- of vlieringvloer
8014ZB,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Glasisolatie,HR++ glas U <= 1
8014ZB,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8014ZB,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Vloerisolatie,Vloerisolatie
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Dakisolatie,Dakisolatie
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Glasisolatie,HR++ glas U <= 1
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Vloerisolatie,Vloerisolatie i.c.m. bodemisolatie
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Dakisolatie,Dakisolatie
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,HR++ glas U <= 1
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Vloerisolatie
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Vloerisolatie,Vloerisolatie
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Bodemisolatie
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,HR++ glas U <= 1
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,Isolerende deur Ud <= 1
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,Triple glas U <= 0
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Vloerisolatie,Vloerisolatie
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Vloerisolatie,Bodemisolatie
8014ZE,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8014ZE,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,HR++ glas U <= 1
8014ZE,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,Isolerende deur Ud <= 1
8014ZE,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,Triple glas U <= 0
8014ZE,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Warmtepomp,Lucht-water >= 3
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Dakisolatie,Dakisolatie
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Vloerisolatie,Vloerisolatie
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Dakisolatie,Zolder- of vlieringvloer
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,HR++ glas U <= 1
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Bodemisolatie
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,HR++ glas U <= 1
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,Isolerende deur Ud <= 1
8014ZK,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Dakisolatie,Zolder- of vlieringvloer
8014ZK,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8014ZK,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,HR++ glas U <= 1
8014ZK,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,Isolerende deur Ud <= 1
8014ZK,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Vloerisolatie
8014ZL,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8014ZL,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Vloerisolatie
8014ZL,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Dakisolatie,Dakisolatie
8014ZL,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,HR++ glas U <= 1
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,Triple glas U <= 0
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Vloerisolatie
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Warmtepomp,Lucht-water >= 3
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,Isolerende deur Ud <= 1
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Vloerisolatie,Vloerisolatie
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Dakisolatie,Dakisolatie
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Glasisolatie,HR++ glas U <= 1
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Vloerisolatie,Vloerisolatie
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW
8014ZS,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Vloerisolatie
8014ZS,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Warmtepomp,Lucht-water >= 3
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Glasisolatie,HR++ glas U <= 1
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Glasisolatie,Triple glas U <= 0
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Vloerisolatie,Vloerisolatie
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Dakisolatie,Dakisolatie
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,HR++ glas U <= 1
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,Triple glas U <= 0
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Vloerisolatie
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,Triple glas U <= 0
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Warmtepomp,Lucht-water >= 3
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Glasisolatie,HR++ glas U <= 1
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Vloerisolatie,Vloerisolatie
8014ZV,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Glasisolatie,Isolerende deur Ud <= 1
8014ZV,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Glasisolatie,Triple glas U <= 0
8014ZV,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Vloerisolatie,Vloerisolatie
8014ZV,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Bodemisolatie
8014ZV,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Warmtepomp,Lucht-water >= 3
8014ZX,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,HR++ glas U <= 1
8014ZX,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Warmtepomp,Lucht-water >= 3
8015AA,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Dakisolatie,Dakisolatie
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Panelen in kozijn U <= 1
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Triple glas U <= 0
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 3
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2025.0,Glasisolatie,HR++ glas U <= 1
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2025.0,Glasisolatie,Triple glas U <= 0
8015AC,Wijk 51 Ittersum,Ittersumerbroek,2021.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW
8015AC,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1
8015AC,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3
8015AC,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1
8015AH,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1
8015AH,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8015AJ,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1
8015AJ,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie
8015AJ,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 3
8015AK,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1
8015AK,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie
8015AK,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1
8015AK,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 3
8015AL,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1
8015AL,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8015AM,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,Triple glas U <= 0
8015AM,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water >= 3
8015AM,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1
8015AM,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Dakisolatie,Dakisolatie
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3
