postcode,wijknaam,buurtnaam,subsidiejaar,techniek,subcategorie
8032TJ,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8032TK,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Glasisolatie,HR++ glas U <= 1
8032TK,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Vloerisolatie,Vloerisolatie
8032TL,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Glasisolatie,HR++ glas U <= 1
8032TL,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8032TL,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Bodemisolatie
8032TL,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Vloerisolatie
8032TL,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8032TL,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Vloerisolatie,Vloerisolatie
8032TM,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Glasisolatie,Triple glas U <= 0
8032TM,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Vloerisolatie,Bodemisolatie
8032TM,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Glasisolatie,HR++ glas U <= 1
8032TM,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Vloerisolatie,Bodemisolatie
8032TM,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Vloerisolatie,Vloerisolatie
8032TN,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Glasisolatie,Triple glas U <= 0
8032TN,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Vloerisolatie,Bodemisolatie
8032TN,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Warmtepomp,Lucht-water >= 3
8032TN,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Dakisolatie,Dakisolatie
8032TN,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Glasisolatie,Triple glas U <= 0
8032TN,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Vloerisolatie,Vloerisolatie
8032TN,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Warmtepomp,Lucht-water < 1 kW
8032TP,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Glasisolatie,HR++ glas U <= 1
8032TP,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8032TP,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Vloerisolatie,Vloerisolatie
8032TP,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8032TP,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Vloerisolatie,Bodemisolatie
8032TR,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8032TR,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Bodemisolatie
8032TR,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8032TR,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Vloerisolatie,Vloerisolatie
8032TS,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8032TS,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Vloerisolatie,Bodemisolatie
8032TT,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Bodemisolatie
8032TT,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8032TV,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Glasisolatie,Triple glas U <= 0
8032TV,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8032TV,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Bodemisolatie
8032TV,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Glasisolatie,HR++ glas U <= 1
8032TV,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Warmtepomp,Lucht-water < 1 kW
8032TV,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Warmtepomp,Lucht-water >= 3
8032TV,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Vloerisolatie,Bodemisolatie
8032TV,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Vloerisolatie,Vloerisolatie
8032TW,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8032TW,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Glasisolatie,HR++ glas U <= 1
8032TW,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Glasisolatie,Triple glas U <= 0
8032TX,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Dakisolatie,Dakisolatie
8032TX,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Glasisolatie,HR++ glas U <= 1
8032TX,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8032TX,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Vloerisolatie,Vloerisolatie
8032TX,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8032TX,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Warmtepomp,Lucht-water >= 3
8032XB,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Vloerisolatie
8032XB,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Warmtepomp,Lucht-water >= 3
8032XB,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Glasisolatie,HR++ glas U <= 1
8032XB,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Vloerisolatie,Bodemisolatie
8032XC,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8032XC,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Vloerisolatie,Bodemisolatie
8032XD,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Glasisolatie,HR++ glas U <= 1
8032XD,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Bodemisolatie
8032XD,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Dakisolatie,Dakisolatie
8032XD,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Glasisolatie,HR++ glas U <= 1
8032XD,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8032XD,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Vloerisolatie,Vloerisolatie
8032XD,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie
8032XD,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Glasisolatie,HR++ glas U <= 1
8032XD,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Glasisolatie,Triple glas U <= 0
8032XE,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Dakisolatie,Dakisolatie
8032XE,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Glasisolatie,HR++ glas U <= 1
8032XG,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Dakisolatie,Dakisolatie
8032XG,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Glasisolatie,HR++ glas U <= 1
8032XG,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8032XG,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Vloerisolatie,Vloerisolatie
8032XG,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Vloerisolatie,Vloerisolatie
8032XG,Wijk 31 Aa-landen,Aa-landen-Noord,2025.0,Warmtepomp,Lucht-water >= 3
8032XJ,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Glasisolatie,HR++ glas U <= 1
8032XK,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Glasisolatie,HR++ glas U <= 1
8032XM,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8032XM,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Vloerisolatie,Bodemisolatie
8032XM,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Glasisolatie,HR++ glas U <= 1
8032XW,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Dakisolatie,Dakisolatie
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Glasisolatie,HR++ glas U <= 1
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Glasisolatie,Isolerende deur Ud <= 1
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Zonneboiler,<= 5 m2
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Glasisolatie,HR++ glas U <= 1
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Vloerisolatie
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Warmtepomp,Lucht-water >= 3
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Dakisolatie,Dakisolatie
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Glasisolatie,HR++ glas U <= 1
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Vloerisolatie,Vloerisolatie
8032XX,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Warmtepomp,Lucht-water >= 3
8032XZ,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Dakisolatie,Dakisolatie
8032XZ,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8032XZ,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Vloerisolatie
8032XZ,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Warmtepomp,Lucht-water >= 3
8032XZ,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Glasisolatie,HR++ glas U <= 1
8032XZ,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Warmtepomp,Lucht-water < 1 kW
8032XZ,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Dakisolatie,Dakisolatie
8032XZ,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Glasisolatie,HR++ glas U <= 1
8032XZ,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Vloerisolatie,Bodemisolatie
8032XZ,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8032XZ,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Warmtepomp,Lucht-water >= 3
8032XZ,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Zonneboiler,<= 5 m2
8032ZC,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Glasisolatie,HR++ glas U <= 1
8032ZC,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Vloerisolatie,Vloerisolatie
8032ZC,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8032ZE,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8032ZG,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Glasisolatie,HR++ glas U <= 1
8032ZG,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Vloerisolatie
8032ZH,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8032ZH,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Warmtepomp,Lucht-water >= 3
8032ZK,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Glasisolatie,HR++ glas U <= 1
8032ZK,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8032ZL,Wijk 31 Aa-landen,Aa-landen-Noord,2021.0,Warmtepomp,Lucht-water >= 3
8032ZL,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8032ZL,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Vloerisolatie
8032ZM,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8032ZM,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Bodemisolatie
8032ZM,Wijk 31 Aa-landen,Aa-landen-Noord,2023.0,Vloerisolatie,Vloerisolatie
8032ZM,Wijk 31 Aa-landen,Aa-landen-Noord,2024.0,Vloerisolatie,Vloerisolatie
8032ZN,Wijk 31 Aa-landen,Aa-landen-Noord,2022.0,Vloerisolatie,Vloerisolatie
8033AA,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Dakisolatie,Dakisolatie
8033AA,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Glasisolatie,HR++ glas U <= 1
8033AA,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8033AA,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Vloerisolatie,Vloerisolatie
8033AA,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8033AA,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033AA,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Warmtepomp,Lucht-water < 1 kW
8033AB,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Dakisolatie,Dakisolatie
8033AB,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8033AB,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Vloerisolatie,Vloerisolatie
8033AB,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8033AB,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033AB,Wijk 31 Aa-landen,Aa-landen-Oost,2025.0,Warmtepomp,Lucht-water >= 3
8033AC,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Dakisolatie,Dakisolatie
8033AC,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8033AC,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Vloerisolatie,Vloerisolatie
8033AC,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033AC,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033AC,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Vloerisolatie,Vloerisolatie
8033AC,Wijk 31 Aa-landen,Aa-landen-Oost,2025.0,Glasisolatie,HR++ glas U <= 1
8033AD,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Glasisolatie,HR++ glas U <= 1
8033AD,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,HR++ glas U <= 1
8033AD,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8033AD,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033AD,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Warmtepomp,Lucht-water >= 3
8033AE,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,Triple glas U <= 0
8033AE,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033AE,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Vloerisolatie,Vloerisolatie
8033AH,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Glasisolatie,HR++ glas U <= 1
8033AH,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033AK,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Glasisolatie,HR++ glas U <= 1
8033AM,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Glasisolatie,HR++ glas U <= 1
8033AN,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,HR++ glas U <= 1
8033AT,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Glasisolatie,HR++ glas U <= 1
8033AT,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Warmtepomp,Lucht-water >= 3
8033AV,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033AV,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8033AV,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Glasisolatie,HR++ glas U <= 1
8033AV,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Vloerisolatie,Vloerisolatie
8033AW,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8033AW,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Glasisolatie,Isolerende deur Ud <= 1
8033AW,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Glasisolatie,Triple glas U <= 0
8033AW,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033AW,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Glasisolatie,HR++ glas U <= 1
8033AX,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8033AX,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Vloerisolatie,Vloerisolatie
8033AX,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Dakisolatie,Dakisolatie
8033AX,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033AX,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Warmtepomp,Lucht-water < 1 kW
8033BA,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Dakisolatie,Dakisolatie
8033BA,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Glasisolatie,HR++ glas U <= 1
8033BA,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033BA,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Dakisolatie,Dakisolatie
8033BA,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BA,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8033BA,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Glasisolatie,HR++ glas U <= 1
8033BB,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Glasisolatie,HR++ glas U <= 1
8033BB,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Glasisolatie,Isolerende deur Ud <= 1
8033BB,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Vloerisolatie,Vloerisolatie
8033BB,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033BB,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Glasisolatie,HR++ glas U <= 1
8033BC,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Glasisolatie,HR++ glas U <= 1
8033BC,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Vloerisolatie,Vloerisolatie
8033BC,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW
8033BC,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Zonneboiler,> 5 m2 en <= 10 m2
8033BC,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,HR++ glas U <= 1
8033BC,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BC,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033BC,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie
8033BC,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Glasisolatie,HR++ glas U <= 1
8033BD,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie
8033BD,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Glasisolatie,HR++ glas U <= 1
8033BD,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,HR++ glas U <= 1
8033BD,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,Isolerende deur Ud <= 1
8033BD,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,Panelen in kozijn U <= 1
8033BD,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033BD,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Warmtepomp,Lucht-water >= 3
8033BE,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033BH,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Glasisolatie,HR++ glas U <= 1
8033BH,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BH,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Vloerisolatie,Bodemisolatie
8033BH,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BH,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033BH,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033BH,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Warmtepomp,Lucht-water < 1 kW
8033BH,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Warmtepomp,Lucht-water >= 3
8033BH,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Vloerisolatie,Bodemisolatie
8033BJ,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033BJ,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,HR++ glas U <= 1
8033BJ,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,Triple glas U <= 0
8033BJ,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BJ,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8033BK,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BK,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Vloerisolatie,Vloerisolatie
8033BK,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Glasisolatie,HR++ glas U <= 1
8033BK,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BK,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033BK,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,HR++ glas U <= 1
8033BK,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Vloerisolatie,Vloerisolatie
8033BL,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033BM,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033BM,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BM,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Vloerisolatie,Vloerisolatie
8033BN,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033BP,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BP,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Warmtepomp,Lucht-water >= 3
8033BR,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033BR,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Glasisolatie,HR++ glas U <= 1
8033BR,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BR,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033BS,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BS,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033BS,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Vloerisolatie,Vloerisolatie
8033BT,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Bodemisolatie
8033BV,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BV,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033BW,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033BW,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BX,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Dakisolatie,Dakisolatie
8033BX,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Dakisolatie,Dakisolatie
8033BX,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BX,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Vloerisolatie,Vloerisolatie
8033BX,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Warmtepomp,Lucht-water < 1 kW
8033BX,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Dakisolatie,Dakisolatie
8033BX,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8033BX,Wijk 31 Aa-landen,Aa-landen-Oost,2023.0,Vloerisolatie,Vloerisolatie
8033BX,Wijk 31 Aa-landen,Aa-landen-Oost,2024.0,Warmtepomp,Lucht-water >= 3
8033BZ,Wijk 31 Aa-landen,Aa-landen-Oost,2021.0,Glasisolatie,HR++ glas U <= 1
8033BZ,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Dakisolatie,Dakisolatie
8033BZ,Wijk 31 Aa-landen,Aa-landen-Oost,2022.0,Glasisolatie,HR++ glas U <= 1
